,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,SEDOL7,Instrument_Name,Country,Currency,exchange,ICB,Mcap_Units_Index_Currency,InfoCode,closePrice_Cutoff,freeFloat_Cutoff,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
15090,2000-12-18,1132,626376,,626376,6263766,DENWAY MOTORS,CN,HKD,0,0,56159404,26360.0,1.25,0.11,52001460.602216296,472740550.92923903,0.11,0.000290274
15112,2000-12-18,1132,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,132956303,3024.0,707.0,0.03,111803480.58006346,860026773.6927959,0.13,0.000687218
15115,2000-12-18,1132,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,26777638,3148.0,250.0,0.12,28518909.630677998,237657580.25564998,0.12,0.000138407
15184,2000-12-18,1132,CL01US,,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,3915687,27513.0,22.5,0.04,4155885.0987922805,103897127.46980701,0.04,2.02e-05
15290,2001-03-19,1059,MY21OB,,643645,6436450,HONG LEONG FINL.GP.,MY,MYR,0,0,14761886,34379.0,4.7799998,0.03,16931205.256999414,564373508.5666472,0.03,8.07e-05
15803,2001-03-19,1059,CN8AVC,,690355,6903556,TINGYI CYMN.ISLE.HLDG.,CN,HKD,0,0,64779056,41822.0,1.0899992,0.08,62480386.61318308,781004832.6647885,0.08,0.000353998
15804,2001-03-19,1059,626376,,626376,6263766,DENWAY MOTORS,CN,HKD,0,0,82354210,26360.0,1.849999,0.11,77330772.22019103,703007020.1835549,0.11,0.000450041
15874,2001-03-19,1059,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,26763561,3148.0,264.69996,0.12,32651131.66677686,251162551.2828989,0.13,0.000146255
15910,2001-03-19,1059,KR04BQ,,619525,6195256,UNISON,KR,KRW,0,0,1775679,19939.0,5500.0,0.03,2375314.227,79177140.9,0.03,9.7e-06
16085,2001-03-19,1059,BR13Z5,,268378,2683788,PETROBRAS DISB.PN   1000,BR,BRL,0,0,55675067,78060.0,0.039,0.12,64774237.437084705,539785311.9757059,0.12,0.000304247
16089,2001-03-19,1059,BR03DI,,258113,2581138,METALURGICA GERDAU PN,BR,BRL,0,0,15022168,27636.0,34.5,0.07,16428696.765860612,234695668.083723,0.07,8.21e-05
16136,2001-03-19,1059,TH11AM,,688568,6885687,TT&T,TH,THB,0,0,9761400,31808.0,5.3999997,0.1,14150404.252366388,141504042.52366388,0.1,5.33e-05
16222,2001-03-19,1059,CL01US,,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,4696017,27513.0,25.0,0.04,4659179.374252801,116479484.35632002,0.04,2.57e-05
16741,2001-06-18,1053,KR04BQ,,619525,6195256,UNISON,KR,KRW,0,0,2453425,19939.0,5800.0,0.03,2441070.4644,81369015.48,0.03,1.34e-05
16930,2001-06-18,1053,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,23206611,3148.0,200.5,0.13,24639674.329884376,189535956.38372597,0.13,0.0001272
16972,2001-06-18,1053,TH11AM,,688568,6885687,TT&T,TH,THB,0,0,11912670,31808.0,3.8999997,0.1,9651874.21429808,96518742.1429808,0.1,6.53e-05
17137,2001-06-18,1053,ZA11T4,,611640,6116406,ALLIED TECHNOLOGIES,ZA,ZAR,0,0,46041819,48769.0,24.0,0.14,43875473.66003303,313396240.4288073,0.14,0.000252364
17264,2001-06-18,1053,CL01US,,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,3784180,27513.0,23.0,0.04,4006856.171743056,100171404.29357639,0.04,2.07e-05
17730,2001-09-24,764,ZA11T4,,611640,6116406,ALLIED TECHNOLOGIES,ZA,ZAR,0,0,33846058,48769.0,24.0,0.14,41963368.509751596,299738346.4982256,0.14,0.000257719
17909,2001-09-24,764,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,5440491,3024.0,463.699951,0.01,6093022.784701294,609302278.4701294,0.01,4.14e-05
17915,2001-09-24,764,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,15653521,3148.0,167.9,0.13,20128882.02438615,154837554.0337396,0.13,0.000119193
18613,2001-12-24,762,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,6470127,3024.0,441.399902,0.01,5825961.871890364,582596187.1890364,0.01,3.9e-05
18642,2001-12-24,762,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,20427803,3148.0,155.2,0.13,18689613.863728702,143766260.4902208,0.13,0.000123135
19157,2002-03-18,791,IL205A,,602609,6026099,HADERA PAPER,IL,ILS,0,0,16956645,3148.0,159.6,0.13,17534625.03112145,134881731.00862655,0.13,8.68e-05
21083,2002-09-23,908,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,4558251,3024.0,414.5,0.01,4967418.001247744,496741800.1247744,0.01,2.76e-05
21434,2002-12-23,902,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,4778300,3024.0,469.0,0.01,5632757.233303648,563275723.3303648,0.01,2.78e-05
22827,2003-03-24,927,IL0058,,688967,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0,0,4268651,3024.0,334.799805,0.01,3886542.534142283,388654253.41422826,0.01,2.67e-05
23843,2003-06-23,926,IL2139,,641698,6416980,MIVNE REAL ESTATE,IL,ILS,0,0,17833471,42875.0,3.568,0.07,16235984.81579709,231942640.2256727,0.07,9.44e-05
24000,2003-06-23,926,501686,,501686,5016864,BORSODCHEM,HU,HUF,0,0,69469655,42293.0,9480.0,0.16,60015542.599520646,545595841.813824,0.11,0.000367817
26563,2004-03-22,879,ID201Y,,625451,6254511,MEDCO ENERGI INTL.,ID,IDR,0,0,76289095,1071.0,1500.0,0.14,82769282.43849218,591209160.2749441,0.14,0.000286825
27430,2004-06-21,876,MX10EY,,231428,2314282,SAVIA DE CV,MX,MXN,0,0,11479606,27536.0,2.3999997,1.0,11154182.538648494,98972338.40859355,0.11,5.15e-05
31809,2005-09-19,1198,B00GWP,,B00GWP,B00GWP6,AMVIG HOLDINGS,CN,HKD,0,0,32312296,17574.0,4.3999997,0.11,29891340.758433897,271739461.44030815,0.11,8.84e-05
32889,2005-09-19,1198,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,45912195,42558.0,12.53,0.09,40877308.479186125,454192316.4354014,0.09,0.000125633
33014,2005-12-19,1197,TW046Z,,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,39381471,40381.0,10.3,0.06,30544883.364140607,509081389.40234345,0.06,0.000100692
33193,2005-12-19,1197,TW11I9,,627137,6271372,CENTRAL REIN.,TW,TWD,0,0,24466694,21367.0,11.4,0.14,23809882.509,170070589.35,0.14,6.26e-05
33325,2005-12-19,1197,B00GWP,,B00GWP,B00GWP6,AMVIG HOLDINGS,CN,HKD,0,0,35756445,17574.0,4.6999999,0.11,32001237.285314593,290920338.9574054,0.11,9.14e-05
33394,2005-12-19,1197,KR148O,,605715,6057152,ASIA HOLDINGS,KR,KRW,0,0,3779820,25184.0,41400.0,0.81,3796642.65366815,189832132.6834075,0.02,9.66e-06
33469,2005-12-19,1197,KR03S6,,645085,6450858,HYUNDAI CORPORATION,KR,KRW,0,0,56518327,25266.0,5400.0,0.71,49002380.15118718,350017001.07990843,0.14,0.000144508
33489,2005-12-19,1197,KR025I,,683728,6837280,SSANGYONG C&E,KR,KRW,0,0,162621966,40507.0,2100.0,0.14,95618134.76460944,682986676.8900673,0.14,0.000415798
33932,2005-12-19,1197,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,49564234,42558.0,15.01,0.09,47628353.47628633,529203927.51429254,0.09,0.000126728
34488,2006-03-20,1243,KR03S6,,645085,6450858,HYUNDAI CORPORATION,KR,KRW,0,0,81789168,25266.0,25800.0,0.14,83064073.92396213,593314813.7425866,0.14,0.000179704
34906,2006-03-20,1243,TW046Z,,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,45988843,40381.0,15.8,0.06,48393030.81626061,806550513.6043435,0.06,0.000101045
35108,2006-03-20,1243,ZA20HS,,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,74697211,26749.0,20.0,1.0,76707629.81974863,1278460496.9958105,0.06,0.000164122
35286,2006-03-20,1243,IL70LV,,632166,6321664,SUNY CELLULAR COMMUNICATION,IL,ILS,0,0,32868665,610.0,27.309998,0.31,30971682.763874255,221226305.45624465,0.14,7.22e-05
35310,2006-03-20,1243,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,51893475,42558.0,13.99,0.09,44042821.753757395,489364686.15286,0.09,0.000114018
35509,2006-06-19,1233,IN054E,,615269,6152693,HINDUSTAN OIL EXPLORATION COMPANY,IN,INR,0,0,16897702,4969.0,135.54999,1.0,21062714.42465312,172081000.20141438,0.12,4.2e-05
35659,2006-06-19,1233,ZA20HS,,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,62752708,26749.0,19.5,0.06,68887820.65611419,1148130344.26857,0.06,0.000156064
35837,2006-06-19,1233,TW02UL,,630734,6307341,ELITEGROUP COMPUTER SYS.,TW,TWD,0,0,45225226,2288.0,20.5,0.51,53583169.14610896,669789614.326362,0.08,0.000112474
35991,2006-06-19,1233,TW046Z,,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,69084967,40381.0,22.799988,0.06,70738575.28752641,1178976254.7921069,0.06,0.000171812
36218,2006-06-19,1233,KR61TB,,643004,6430043,IHQ,KR,KRW,0,0,27540029,34759.0,8500.0,0.09,30119256.511992898,334658405.68881,0.09,6.85e-05
36284,2006-06-19,1233,490400,,B03MY6,B03MY66,TRAKYA CAM SANAYI,TR,TRY,0,0,88010098,23591.0,4.78,0.33,96887309.45481437,692052210.3915312,0.14,0.000218878
36385,2006-06-19,1233,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,60468558,42558.0,16.39,0.1,59664603.7795033,596646037.795033,0.1,0.000150383
36947,2006-09-18,1327,ZA20HS,,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,67315126,26749.0,20.989991,0.06,68880740.4186784,1148012340.3113067,0.06,0.000152164
37386,2006-09-18,1327,TW046Z,,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,58545062,40381.0,18.449997,0.06,55703624.09465784,928393734.910964,0.06,0.000132339
37441,2006-09-18,1327,TW1G7D,,612706,6127066,YUNSHIN CON.& DEV.,TW,TWD,0,0,23618345,36862.0,42.399994,0.14,23629140.45991038,168779574.71364558,0.14,5.34e-05
37589,2006-09-18,1327,CL01US,,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,46660923,27513.0,88.619996,0.1,43750176.16488679,437501761.64886785,0.1,0.000105476
37682,2006-09-18,1327,522818,,522818,5228186,IMPEXMETAL,PL,PLN,0,0,9288211,45360.0,159.0,0.02,10960887.031401692,548044351.5700846,0.02,2.1e-05
37782,2006-09-18,1327,MX01G0,,B0MZGK,B0MZGK4,CICSA 'B1',MX,MXN,0,0,137223501,27669.0,7.99,0.08,140048138.20093805,1750601727.5117254,0.08,0.00031019
37826,2006-09-18,1327,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,57921903,42558.0,14.79,0.1,55708776.33194255,557087763.3194255,0.1,0.000130931
38015,2006-12-18,1315,CL01US,,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,42533170,27513.0,87.689988,0.1,44358642.04718521,443586420.4718521,0.1,8.39e-05
38068,2006-12-18,1315,KR1CUI,,B0778C,B0778C1,KEC HOLDINGS,KR,KRW,0,0,4195870,25330.0,1750.0,0.91,4550244.478416,37918703.9868,0.12,8.28e-06
38104,2006-12-18,1315,KR1FF6,,677189,6771894,DL CONSTRUCTION,KR,KRW,0,0,13884178,25453.0,15250.0,0.48,14177650.0608,236294167.68,0.06,2.74e-05
38258,2006-12-18,1315,KR114H,,651543,6515434,SNT MOTIV,KR,KRW,0,0,23860918,6643.0,25000.0,0.22,25006367.7671256,277848530.74584,0.09,4.71e-05
38750,2006-12-18,1315,TW046Z,,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,72736322,40381.0,24.849991,0.06,76230419.85645364,1270506997.6075606,0.06,0.000143558
38789,2006-12-18,1315,TW1G7D,,612706,6127066,YUNSHIN CON.& DEV.,TW,TWD,0,0,26232756,36862.0,47.799988,0.14,27066047.570198957,193328911.21570683,0.14,5.18e-05
38898,2006-12-18,1315,MX01G0,,B0MZGK,B0MZGK4,CICSA 'B1',MX,MXN,0,0,175946465,27669.0,8.32,0.08,144311233.09423873,1803890413.677984,0.08,0.00034726
38960,2006-12-18,1315,ZA20HS,,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,81628004,26749.0,24.099991,0.06,79458609.29948583,1324310154.9914305,0.06,0.000161107
38985,2006-12-18,1315,IL20W1,,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,76581163,42558.0,18.529999,0.1,71837168.5233068,718371685.233068,0.1,0.000151146
39269,2007-03-19,1365,TW1G7D,TW0005508006,612706,6127066,YUNSHIN CON.& DEV.,TW,TWD,0,0,26602052,36862.0,48.0,0.14,26725587.237296645,190897051.694976,0.14,5.05e-05
39417,2007-03-19,1365,TW046Z,TW0002501004,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,59148683,40381.0,22.299988,0.06,67266010.6047216,1121100176.7453601,0.06,0.000112191
40049,2007-03-19,1365,KR12DR,KR7025000001,649341,6493411,KPX CHEMICAL,KR,KRW,0,0,30469766,28184.0,45000.0,0.14,28098125.37,200700895.5,0.14,5.78e-05
40064,2007-03-19,1365,KR1FF6,KR7001880004,677189,6771894,DL CONSTRUCTION,KR,KRW,0,0,9750936,25453.0,11400.0,0.06,10459383.811199998,174323063.51999998,0.06,1.85e-05
40210,2007-03-19,1365,IL20W1,IL0007670123,646059,6460590,PHOENIX INSURANCE 1,IL,ILS,0,0,73936490,42558.0,19.549988,0.1,76223510.5984156,762235105.9841559,0.1,0.00014024
40383,2007-03-19,1365,MX00FY,MXP8728U1671,B1S9HM,B1S9HM6,ORGANIZACION SORIANA,MX,MXN,0,0,699070529,27406.0,31.969986,0.14,721773260.9335102,5155523292.3822155,0.14,0.001325972
40459,2007-03-19,1365,ZA21CO,ZAE000005724,668793,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0,0,31940500,50498.0,14.84,0.52,32272890.18221713,1075763006.0739043,0.03,6.06e-05
40460,2007-03-19,1365,ZA20HS,ZAE000074142,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,85999820,26749.0,26.099991,0.06,84903902.14697063,1415065035.7828438,0.06,0.000163121
40530,2007-03-19,1365,778920,TREULKR00015,B03MYX,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0,0,114078220,16552.0,4.82,0.14,115011835.07519811,821513107.6799865,0.14,0.00021638
40606,2007-03-19,1365,CL01US,CLP5380Y1074,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,35074665,27513.0,66.76999,0.1,33018216.063784897,330182160.637849,0.1,6.65e-05
40667,2007-06-18,1353,TW046Z,TW0002501004,617973,6179733,CATHAY RLST.DEV.,TW,TWD,0,0,55874666,40381.0,18.899994,0.06,56857587.92546775,947626465.4244626,0.06,8.66e-05
40727,2007-06-18,1353,TW1G7D,TW0005508006,612706,6127066,YUNSHIN CON.& DEV.,TW,TWD,0,0,28701099,36862.0,52.199997,0.14,28986262.48203336,207044732.01452398,0.14,4.45e-05
40943,2007-06-18,1353,IN084H,INE244B01030,B0388F,B0388F1,PATEL ENGINEERING,IN,INR,0,0,76166778,5575.0,400.69996,1.0,76299476.0775267,588730525.2895579,0.13,0.00011803
40951,2007-06-18,1353,IN01V1,INE200A01018,613989,6139890,GE T&D INDIA,IN,INR,0,0,102342549,10932.0,1397.2999,1.0,108710600.46977572,1372608591.7900975,0.08,0.000158593
40972,2007-06-18,1353,IN03JR,INE361B01016,660251,6602518,DIVIS LABORATORIES,IN,INR,0,0,222757467,11320.0,4974.8985,1.0,194573509.1967356,1581898448.753948,0.12,0.000345192
41038,2007-06-18,1353,IN01HN,INE423A01024,B01VRK,B01VRK0,ADANI ENTERPRISES,IN,INR,0,0,192548553,14299.0,234.85,1.0,191603899.7912219,1425624254.3989723,0.13,0.000298379
41057,2007-06-18,1353,IN10SY,INE176A01010,612470,6124700,BATA INDIA,IN,INR,0,0,25852627,5231.0,170.5,1.0,27200178.29654335,269843038.656184,0.1,4.01e-05
41086,2007-06-18,1353,IN710D,INE499A01024,B0LR6C,B0LR6C3,DCM SHRIRAM CONSOLIDATED,IN,INR,0,0,28363075,4986.0,75.599991,1.0,29653006.383915488,308885483.1657863,0.1,4.4e-05
41097,2007-06-18,1353,IN13LU,INE604D01023,B05GYX,B05GYX3,MATRIX LABORATORIES,IN,INR,0,0,59080849,9889.0,235.9,1.0,58016046.40985507,895309358.1767757,0.06,9.16e-05
41133,2007-06-18,1353,IN03GO,INE077A01010,610000,6100001,DENA BANK,IN,INR,0,0,15129468,45197.0,44.849991,1.0,15206817.554840619,316808699.05917954,0.05,2.34e-05
41136,2007-06-18,1353,IN01GM,INE434A01013,658036,6580368,ANDHRA BANK,IN,INR,0,0,97934919,6622.0,87.199997,1.0,99988521.11870943,1041547094.9865565,0.1,0.000151763
41139,2007-06-18,1353,IN06X8,INE813A01018,623825,6238258,MAHINDRA LIFESPACE DVPR.,IN,INR,0,0,61368875,14414.0,595.19996,1.0,68272499.37922391,585560081.6445506,0.12,9.51e-05
41256,2007-06-18,1353,CN884J,BMG5267L1037,601814,6018148,GUANGDONG LD HOLDINGS,CN,HKD,0,0,71168067,45248.0,3.4399996,0.1,75167324.01966475,751673240.1966474,0.1,0.000110284
41301,2007-06-18,1353,MX00FY,MXP8728U1671,B1S9HM,B1S9HM6,ORGANIZACION SORIANA,MX,MXN,0,0,798059178,27406.0,33.059998,0.14,775308767.2017535,5537919765.72681,0.14,0.001236697
41510,2007-06-18,1353,KR1FF6,KR7001880004,677189,6771894,DL CONSTRUCTION,KR,KRW,0,0,20698481,25453.0,22200.0,0.06,20657834.766719993,344297246.1119999,0.06,3.21e-05
41744,2007-06-18,1353,ZA20HS,ZAE000074142,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,81812287,26749.0,26.299988,0.06,87445960.91079505,1457432681.846584,0.06,0.000126779
41781,2007-06-18,1353,ZA21CO,ZAE000005724,668793,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0,0,33382862,50498.0,15.7,0.03,34897998.7379032,1163266624.5967734,0.03,5.17e-05
41833,2007-06-18,1353,B06WK7,PLBIOTN00029,B17P4K,B17P4K2,BIOTON,PL,PLN,0,0,100607009,23494.0,2.02,0.4606,177960503.1042885,1881189250.573874,0.09,0.000155904
41896,2007-06-18,1353,778920,TREULKR00015,B03MYX,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0,0,152888884,16552.0,5.6999999,0.14,145778062.99115393,1041271878.5082422,0.14,0.000236921
41961,2007-06-18,1353,CL01US,CLP5380Y1074,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,28959127,27513.0,62.599991,0.1,31775186.178068526,317751861.78068525,0.1,4.49e-05
42009,2007-09-24,1505,IN11EL,INE067H01016,B00CWW,B00CWW1,ABG SHIPYARD,IN,INR,0,0,107903059,28914.0,534.25,1.0,86257222.24945313,665564971.0860974,0.13,0.000150701
42063,2007-09-24,1505,IN15P0,INE540B01015,656389,6563897,RELIANCE MEDIAWORKS,IN,INR,0,0,38883564,8532.0,472.39991,1.0,32198924.562192086,459984636.60274404,0.07,5.43e-05
42068,2007-09-24,1505,IN205C,INE503A01015,B0ZJXW,B0ZJXW4,DCB BANK,IN,INR,0,0,73634150,33132.0,101.85,1.0,62366587.403886415,434307666.35982877,0.14,0.00010284
42111,2007-09-24,1505,IN13R0,INE353A01023,B1VLWQ,B1VLWQ8,NXTDIGITAL,IN,INR,0,0,24614647,18672.0,395.14991,1.0,20906949.609880403,198546530.00836086,0.11,3.44e-05
42113,2007-09-24,1505,IN08CP,INE347G01014,B00KT6,B00KT68,PETRONET L N G,IN,INR,0,0,128863548,18651.0,61.649994,1.0,99544951.34007594,1131192628.8644993,0.09,0.000179975
42131,2007-09-24,1505,IN01IO,INE212H01018,B0QDXM,B0QDXM5,AIA ENGINEERING,IN,INR,0,0,65162499,30257.0,1423.15,0.92,65444954.32330906,654449543.2330905,0.1,9.1e-05
42150,2007-09-24,1505,IN0319,INE178A01016,612156,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,0,0,91193566,5161.0,261.69996,0.33,81992134.1596076,953396997.5207394,0.09,0.000127364
42168,2007-09-24,1505,IN059J,INE501G01024,B1LC01,B1LC012,HT MEDIA,IN,INR,0,0,24712748,27777.0,212.0,0.02,24296796.027802445,1214839801.3901222,0.02,3.45e-05
42180,2007-09-24,1505,IN097L,INE027A01015,610110,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,0,0,67861689,5156.0,50.25,1.0,54257759.35707096,678221991.963387,0.08,9.48e-05
42185,2007-09-24,1505,IN159K,INE184H01027,B0K4Y6,B0K4Y65,EVEREST KANTO CYLD.,IN,INR,0,0,24928433,30353.0,206.54999,1.0,22541141.37455388,493241713.5004599,0.05,3.48e-05
42308,2007-09-24,1505,TW053X,TW0002837002,622725,6227256,COSMOS BANK TAIWAN,TW,TWD,0,0,19495533,44448.0,5.4699994,0.05,45665775.497746974,326184110.69819266,0.14,2.72e-05
42386,2007-09-24,1505,TW1G7D,TW0005508006,612706,6127066,YUNSHIN CON.& DEV.,TW,TWD,0,0,24421592,36862.0,46.399994,0.13,23953795.16685505,184259962.8219619,0.13,3.41e-05
42685,2007-09-24,1505,BR00IK,BRJBSSACNOR8,B1V74X,B1V74X7,JBS ON,BR,BRL,0,0,626751398,73287.0,9.3999997,0.13,671529964.7518102,5165615113.475463,0.13,0.000875343
42816,2007-09-24,1505,HK904E,BMG2759B1072,635186,6351865,DIGITAL CHINA HDG.,CN,HKD,0,0,42000522,9952.0,3.7999993,0.52,43018661.96535352,430186619.6535352,0.1,5.87e-05
42906,2007-09-24,1505,778920,TREULKR00015,B03MYX,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0,0,147227154,16552.0,5.3999997,0.14,139824598.12085438,998747129.434674,0.14,0.000205623
42994,2007-09-24,1505,ZA21CO,ZAE000005724,668793,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0,0,32226135,50498.0,14.3,0.03,31535734.312231652,1051191143.7410551,0.03,4.5e-05
43006,2007-09-24,1505,ZA20HS,ZAE000074142,B0PGJF,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0,0,74683712,26749.0,21.75,0.06,71747951.47486363,1195799191.2477272,0.06,0.000104306
43033,2007-09-24,1505,KR1FF6,KR7001880004,677189,6771894,DL CONSTRUCTION,KR,KRW,0,0,24998894,25453.0,27450.0,0.06,25277695.10352,421294918.392,0.06,3.49e-05
43287,2007-09-24,1505,MX016Q,MXP001661018,263934,2639349,GRUPO AEROPORTUARIO DEL SURESTE 'B',MX,MXN,0,0,81356985,10597.0,54.759995,0.65,82453991.74796817,1374233195.7994695,0.06,0.000113626
43404,2007-09-24,1505,CL01US,CLP5380Y1074,245656,2456560,EMPRESAS IANSA,CL,CLP,0,0,25218354,27513.0,49.409989,0.1,25175901.919210866,251759019.19210866,0.1,3.52e-05
43424,2007-09-24,1505,EV043,RU000A0F5UN3,B0JLMP,B0JLMP2,ENEL ROSSIYA,RU,RUB,0,0,659254943,26993.0,4.0289994,0.12,666737821.0986608,5556148509.155507,0.12,0.000920739
43473,2007-09-24,1505,509152,HU0000073119,509152,5091526,TISZAI VEGYI KOM,HU,HUF,0,0,52319985,43808.0,7740.0,0.0513,51665054.49392887,1005156702.216515,0.05,7.31e-05
43487,2007-12-24,1496,IN04U3,INE246F01010,B0YVBS,B0YVBS3,GUJARAT STATE PETRONET,IN,INR,0,0,115563004,29204.0,73.199997,1.0,89678086.79714899,1037940819.4114466,0.09,0.000167361
43511,2007-12-24,1496,IN0ABQ,INE672A01018,646137,6461377,TATA INVESTMENT CORPORATION,IN,INR,0,0,54197709,45172.0,675.25,0.4,57959927.73434966,587233310.3784161,0.1,7.85e-05
43512,2007-12-24,1496,IN11Y5,INE346H01014,B0Z3SK,B0Z3SK9,GITANJALI GEMS,IN,INR,0,0,62414875,30346.0,433.84986,1.0,48683949.25808871,676165961.9178988,0.07,9.04e-05
43515,2007-12-24,1496,IN0308,INE085A01013,609993,6099938,CHAMBAL FERT.&CHEMS.,IN,INR,0,0,122643518,5182.0,62.649994,1.0,91601202.59395851,658054616.335909,0.14,0.000177616
43519,2007-12-24,1496,IN0AWB,INE228A01035,614285,6142854,USHA MARTIN,IN,INR,0,0,101664954,2083.0,128.79999,1.0,110138930.6816139,813403719.8154714,0.14,0.000147234
43531,2007-12-24,1496,IN159K,INE184H01027,B0K4Y6,B0K4Y65,EVEREST KANTO CYLD.,IN,INR,0,0,87481079,30353.0,328.54981,0.21,89438245.81554098,838745846.0732484,0.11,0.000126692
43535,2007-12-24,1496,IN15NY,INE086A01029,631498,6314987,ELECTROSTEEL CASTINGS,IN,INR,0,0,57482339,5336.0,84.0,1.0,61191289.29179647,463570373.42270046,0.13,8.32e-05
43540,2007-12-24,1496,IN13R0,INE353A01023,B1VLWQ,B1VLWQ8,NXTDIGITAL,IN,INR,0,0,33851209,18672.0,584.84986,0.39,31923412.031254634,303166306.08978754,0.11,4.9e-05
43570,2007-12-24,1496,IN08CP,INE347G01014,B00KT6,B00KT68,PETRONET L N G,IN,INR,0,0,172759844,18651.0,103.9,0.4,173057449.86816004,1966561930.3200004,0.09,0.000250195
43599,2007-12-24,1496,IN05LV,INE562A01011,B1SFSX,B1SFSX2,INDIAN BANK,IN,INR,0,0,83720536,34531.0,190.85,1.0,82797805.4781192,2069945136.9529798,0.04,0.000121246
43601,2007-12-24,1496,IN60S3,INE255A01020,B15T3F,B15T3F4,EPL,IN,INR,0,0,20404214,31753.0,58.25,0.18,18429043.733154505,230208458.80673683,0.08,2.95e-05
43615,2007-12-24,1496,IN15HS,INE907A01018,648239,6482390,KALYANI STEELS,IN,INR,0,0,64761271,5440.0,434.25,1.0,60851648.50093796,478393463.0576884,0.13,9.38e-05
43635,2007-12-24,1496,IN06R2,INE785C01030,B1BQS3,B1BQS32,LANCO INFRATECH,IN,INR,0,0,317502138,33561.0,531.44996,1.0,214726419.35757938,2982311379.96638,0.07,0.000459815
43645,2007-12-24,1496,IN0319,INE178A01016,612156,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,0,0,130709966,5161.0,408.29981,0.26,131958164.0558518,1534397399.1980348,0.09,0.000189298
43651,2007-12-24,1496,IN097L,INE027A01015,610110,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,0,0,108365717,5156.0,74.799988,0.08,83313593.96680626,1041419924.5850782,0.08,0.000156938
43652,2007-12-24,1496,IN06LW,INE438H01019,B16TK6,B16TK63,KINGFISHER AIRLINES,IN,INR,0,0,61601488,33323.0,243.95,1.0,56143355.01986832,835466592.5575643,0.07,8.92e-05
43655,2007-12-24,1496,IN03GO,INE077A01010,610000,6100001,DENA BANK,IN,INR,0,0,64791919,45197.0,81.75,0.24,64105412.84275772,591742296.0643784,0.11,9.38e-05
